trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.15735328210778965}",20,0,21.32426993994772,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.15577974928671176}",20,2,28.706543468508254,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.15422195179384465}",20,12,15.340819727033539,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1526797322759062}",35,22,-16.34874447426061,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.15115293495314713}",20,8,9.280243656247084,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361566}",20,13,11.039536959726103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.1481449915475795}",25,16,18.014753325123632,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.1466635416321037}",20,16,7.763126842686193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578268}",20,14,11.936898320853985,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14374493715362485}",20,11,7.442675652049363,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.1423074877820886}",20,5,13.551496704307906,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.1408844129042677}",25,11,26.450863919294225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.13947556877522502}",25,17,14.427501833856327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13808081308747278}",20,13,10.060204330213232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13670000495659804}",20,0,18.879850624314486,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.13533300490703207}",20,14,8.049501137384192,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13397967485796175}",30,16,8.959729727183532,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13263987810938213}",20,14,9.417206192237723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.1313134793282883}",30,16,24.962501270296354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13000034453500542}",30,7,24.780363696103333,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965536}",20,0,6.5635653573202415,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.12741333767875881}",20,0,-16.335154078245466,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.12613920430197123}",30,24,12.440920708581585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895152}",20,4,-15.574224083196437,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.123629034136362}",20,8,20.4632857124203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499838}",20,6,24.040992849990296,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.1211688163570484}",30,18,14.545313539241832,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.11995712819347792}",20,0,18.905183469991048,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.11875755691154315}",25,18,-29.832504682877442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.5, 'e': 0.11756998134242772}",30,16,27.06759119254136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11639428152900344}",20,12,16.433531145870223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371341}",20,10,6.800046495388385,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11407803532657627}",30,19,-33.96097331774059,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.11293725497331052}",25,11,13.621637747059738,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1118078824235774}",30,18,18.377404767802766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11068980359934164}",20,8,-19.285177067121047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334822}",25,11,24.202760151028055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10848707650771475}",20,13,11.932360601427694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.1074022057426376}",20,9,17.897138560755966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10632818368521123}",30,21,14.313320115294141,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10526490184835911}",20,9,23.683995300571265,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987552}",30,16,23.595360826588045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157676}",25,1,30.702078967065376,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856099}",20,12,15.466671541327894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10111704470857538}",20,10,21.101992308127137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10010587426148963}",25,18,12.839865510396606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.09910481551887473}",20,16,8.885990233102875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09811376736368599}",30,20,19.32032326376306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09713262969004913}",25,11,11.809186717794285,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09616130339314863}",25,16,16.751734085748247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921715}",25,0,38.9953007466661,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.09424769345562498}",25,13,10.22134474703727,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09330521652106873}",20,12,12.625989268380588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585804}",20,0,18.212679803098467,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.09144844271229946}",25,9,9.40095141875334,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09053395828517646}",25,17,6.79502777828158,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.08962861870232469}",30,21,16.114196151652713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08873233251530144}",25,16,14.90387506136619,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08784500919014843}",25,18,6.0454703672289,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08696655909824694}",20,13,14.365413303203184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08609689350726446}",25,11,23.627554268919997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08523592457219181}",30,17,-18.969400621714335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.0843835653264699}",20,9,-1.1354025538232984,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.0835397296732052}",20,3,18.356265909144984,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08270433237647315}",20,13,13.37750211312726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270841}",30,19,21.358074482394333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08105851616218133}",20,12,-4.978758176359215,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055952}",20,3,-10.337577654112529,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055392}",20,10,17.166947626827817,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364837}",30,22,14.053959072265625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07786448720191189}",30,19,22.124311710399308,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07708584232989277}",20,13,11.405136393743609,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07631498390659384}",30,24,10.284689348244605,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07555183406752791}",25,16,19.191169625039397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685264}",25,13,11.361223626869549,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07404835256958411}",25,16,11.329015113405305,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388827}",25,17,5.912767037855972,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344938}",20,10,21.23969005958985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991488}",25,12,23.226423556860755,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541574}",20,8,9.183064869747874,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07041924650516158}",25,13,19.12300640869649,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010997}",20,11,17.334213213266466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970886}",25,9,32.51153696675634,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471178}",20,12,14.25865116165689,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06764444722006466}",20,16,7.523920927771184,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.066968002747864}",20,0,30.001319828591146,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.06629832272038537}",25,11,-9.751786686281612,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318151}",25,7,33.38251190474813,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06497898609824969}",25,11,29.415921889056772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.0643291962372672}",25,11,26.452040199465294,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489453}",25,20,7.527079648274791,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214558}",25,13,14.8814706424265,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982412}",20,7,20.743221125153124,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202588}",20,13,11.5074830817644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970562}",20,12,15.247040630031663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430856}",25,13,22.27811122946565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146548}",20,15,7.8699128440811625,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05935942452475082}",25,18,12.323806446107849,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.058765830279503314}",25,13,27.33873057816667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670828}",25,16,20.296165493956693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.057596390256941195}",20,16,8.861227673809996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05702042635437178}",25,17,10.322169217840013,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082806}",20,6,-57.545770472650524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991978}",20,7,24.012421083921346,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.055326862671220584}",25,13,23.115501425245828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450838}",25,11,23.081937345871026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.054225858104063294}",20,16,7.226444991318388,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302266}",25,12,25.36593741662945,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.053146763527792434}",25,18,12.351911203879338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.052615295892514506}",25,13,8.50471321416977,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.052089142933589364}",20,16,7.0568441871527146,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425347}",25,12,20.774112908508666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.051052568989210935}",20,4,26.82138267349677,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05054204329931883}",20,16,5.697876062905175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05003662286632564}",20,14,10.207012055159929,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766238}",30,23,13.801301926092975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",35,17,33.260124535703774,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,14,20.451072344314685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,15,15.50932341681942,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,12,22.91868408544439,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,16.4496292565659,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,7,17.38433104426329,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,19,29.439245498210806,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,18.536119081260026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,14,22.749757215323932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,10.087509244727498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
